case_id,title,source_group,source_file,source_line,owner_stage,phase,release_gate,requirement_ids,verification_kind,execution_status,notes,evidence_refs
RT-AC-015,Idempotent delivery,chapter_04,../spec/04-runtime-resources.md,460,P2-13,2,P2-18,RUN-011;RUN-012,runtime_integration,specified_not_executed,"Проверяется полное описание в исходной главе, включая все crash/effect условия.",
RT-AC-016,Частичный fan-out,chapter_04,../spec/04-runtime-resources.md,462,P2-14,2,P2-18,RUN-004;RUN-010;RUN-013,runtime_integration,specified_not_executed,"Проверяется полное описание в исходной главе, включая все crash/effect условия.",
RT-AC-017,Atomic claim set,chapter_04,../spec/04-runtime-resources.md,464,P2-08,2,P2-18,RUN-014,runtime_integration,specified_not_executed,"Проверяется полное описание в исходной главе, включая все crash/effect условия.",
RT-AC-018,Старая generation,chapter_04,../spec/04-runtime-resources.md,466,P2-08,2,P2-18,RUN-015;RUN-017,runtime_integration,specified_not_executed,"Проверяется полное описание в исходной главе, включая все crash/effect условия.",
RT-AC-019,Изоляция,chapter_04,../spec/04-runtime-resources.md,468,P2-09,2,P2-18,DATA-003;RUN-016,runtime_integration,specified_not_executed,"Проверяется полное описание в исходной главе, включая все crash/effect условия.",
RT-AC-020,Остановка,chapter_04,../spec/04-runtime-resources.md,470,P2-09,2,P2-18,DATA-005;RUN-018;RUN-020,runtime_integration,specified_not_executed,"Проверяется полное описание в исходной главе, включая все crash/effect условия.",
RT-AC-021,Resume/fork,chapter_04,../spec/04-runtime-resources.md,472,P2-13,2,P2-18,DATA-007;RUN-012;RUN-019;RUN-020,runtime_integration,specified_not_executed,"Проверяется полное описание в исходной главе, включая все crash/effect условия.",
RT-AC-022,Restore,chapter_04,../spec/04-runtime-resources.md,474,P2-16,2,P2-18,RUN-021,runtime_integration,specified_not_executed,"Проверяется полное описание в исходной главе, включая все crash/effect условия.",
RT-AC-023,Clock anomalies,chapter_04,../spec/04-runtime-resources.md,476,P2-12,2,P2-18,RUN-022,runtime_integration,specified_not_executed,"Проверяется полное описание в исходной главе, включая все crash/effect условия.",
RT-AC-024,Budget unknown,chapter_04,../spec/04-runtime-resources.md,478,P2-10,2,P2-18,RUN-023,runtime_integration,specified_not_executed,"Проверяется полное описание в исходной главе, включая все crash/effect условия.",
RT-AC-025,Сигналы,chapter_04,../spec/04-runtime-resources.md,480,P2-12,2,P2-18,DATA-002,runtime_integration,specified_not_executed,"Проверяется полное описание в исходной главе, включая все crash/effect условия.",
RT-AC-026,Privacy/recovery,chapter_04,../spec/04-runtime-resources.md,482,P2-16,2,P2-18,DATA-008,runtime_integration,specified_not_executed,"Проверяется полное описание в исходной главе, включая все crash/effect условия.",
RT-AC-027,Waiting и evidence,chapter_04,../spec/04-runtime-resources.md,484,P2-16,2,P2-18,DATA-009,runtime_integration,specified_not_executed,"Проверяется полное описание в исходной главе, включая все crash/effect условия.",
RT-AC-028,Storage qualification,chapter_04,../spec/04-runtime-resources.md,486,P1-09,1,P1-09;P2-18,DATA-004;DATA-005;DATA-006,runtime_integration,passed,"Проверяется полное описание в исходной главе, включая все crash/effect условия.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
RT-AC-029,Capacity,chapter_04,../spec/04-runtime-resources.md,488,P2-16,2,P2-18,RUN-024,runtime_integration,specified_not_executed,"Проверяется полное описание в исходной главе, включая все crash/effect условия.",
RT-AC-030,DR exercise,chapter_04,../spec/04-runtime-resources.md,490,P2-16,2,P2-18,RUN-025;RUN-026,runtime_integration,specified_not_executed,"Проверяется полное описание в исходной главе, включая все crash/effect условия.",
UX-TABLE-01,"Worker пишет «готово», но output отсутствует",chapter_05_ux_table,../spec/05-control-security-ux.md,365,P2-15,2,P2-18,UX-008,ux,specified_not_executed,Локальный roadmap label строки UX-008; не новый исходный requirement ID.,
UX-TABLE-02,Валидный artifact подменён между проверкой и завершением,chapter_05_ux_table,../spec/05-control-security-ux.md,366,P2-15,2,P2-18,UX-008,ux,specified_not_executed,Локальный roadmap label строки UX-008; не новый исходный requirement ID.,
UX-TABLE-03,Два consume одного Approval,chapter_05_ux_table,../spec/05-control-security-ux.md,367,P2-15,2,P2-18,UX-008,ux,specified_not_executed,Локальный roadmap label строки UX-008; не новый исходный requirement ID.,
UX-TABLE-04,Expiry/revoke конкурирует с consume,chapter_05_ux_table,../spec/05-control-security-ux.md,368,P2-15,2,P2-18,UX-008,ux,specified_not_executed,Локальный roadmap label строки UX-008; не новый исходный requirement ID.,
UX-TABLE-05,Stop подтверждён при очереди из многих intents,chapter_05_ux_table,../spec/05-control-security-ux.md,369,P2-15,2,P2-18,UX-008,ux,specified_not_executed,Локальный roadmap label строки UX-008; не новый исходный requirement ID.,
UX-TABLE-06,Поздний ответ после нового Attempt,chapter_05_ux_table,../spec/05-control-security-ux.md,370,P2-15,2,P2-18,UX-008,ux,specified_not_executed,Локальный roadmap label строки UX-008; не новый исходный requirement ID.,
UX-TABLE-07,Параллельный несвязанный heartbeat,chapter_05_ux_table,../spec/05-control-security-ux.md,371,P2-15,2,P2-18,UX-008,ux,specified_not_executed,Локальный roadmap label строки UX-008; не новый исходный requirement ID.,
UX-TABLE-08,Защищённая проверка объявлена optional пакетом,chapter_05_ux_table,../spec/05-control-security-ux.md,372,P2-15,2,P2-18,UX-008,ux,specified_not_executed,Локальный roadmap label строки UX-008; не новый исходный requirement ID.,
UX-TABLE-09,Неизвестный эффект и перезапуск процесса,chapter_05_ux_table,../spec/05-control-security-ux.md,373,P2-15,2,P2-18,UX-008,ux,specified_not_executed,Локальный roadmap label строки UX-008; не новый исходный requirement ID.,
UX-TABLE-10,"У worker первый tool применён, второй потерял ответ",chapter_05_ux_table,../spec/05-control-security-ux.md,374,P2-15,2,P2-18,UX-008,ux,specified_not_executed,Локальный roadmap label строки UX-008; не новый исходный requirement ID.,
UX-TABLE-11,Cached pass получен от отозванного checker,chapter_05_ux_table,../spec/05-control-security-ux.md,375,P2-15,2,P2-18,UX-008,ux,specified_not_executed,Локальный roadmap label строки UX-008; не новый исходный requirement ID.,
UX-TABLE-12,Инъекция в issue/PDF/tool output,chapter_05_ux_table,../spec/05-control-security-ux.md,376,P2-15,2,P2-18,UX-008,ux,specified_not_executed,Локальный roadmap label строки UX-008; не новый исходный requirement ID.,
UX-TABLE-13,Ошибка понимания цели исправлена пользователем,chapter_05_ux_table,../spec/05-control-security-ux.md,377,P2-15,2,P2-18,UX-008,ux,specified_not_executed,Локальный roadmap label строки UX-008; не новый исходный requirement ID.,
UX-TABLE-14,Экспорт run с waived и skipped steps,chapter_05_ux_table,../spec/05-control-security-ux.md,378,P2-15,2,P2-18,UX-008,ux,specified_not_executed,Локальный roadmap label строки UX-008; не новый исходный requirement ID.,
UX-TABLE-15,Секрет известной формы в error/evidence,chapter_05_ux_table,../spec/05-control-security-ux.md,379,P2-15,2,P2-18,UX-008,ux,specified_not_executed,Локальный roadmap label строки UX-008; не новый исходный requirement ID.,
UX-TABLE-16,Adapter не удостоверяет fresh context или hard budget,chapter_05_ux_table,../spec/05-control-security-ux.md,380,P2-15,2,P2-18,UX-008,ux,specified_not_executed,Локальный roadmap label строки UX-008; не новый исходный requirement ID.,
UX-TABLE-17,"Работа с клавиатуры, stale UI и повтор кнопки",chapter_05_ux_table,../spec/05-control-security-ux.md,381,P2-15,2,P2-18,UX-008,ux,specified_not_executed,Локальный roadmap label строки UX-008; не новый исходный requirement ID.,
OBS-AC-01,Identity и control stage без worker,state_telemetry_supplement,state-and-telemetry.md,683,P1-06,1,P1-09;P2-18,OBS-001;OBS-003,runtime_integration,passed,"Given: Один definition использован дважды и достигнут finish. When: Построить timing tree. Then: Две разные activation/step identities; finish имеет elapsed, executor time неприменим, фиктивной Attempt нет.",../evidence/f1-rc.1.json;../evidence/acceptance-core.md
OBS-AC-02,"Очередь, работа и settlement",state_telemetry_supplement,state-and-telemetry.md,684,P1-06,1,P1-09;P2-18,OBS-001;OBS-003,runtime_integration,passed,"Given: В тестовых сопоставимых часах queue 5 s, executor occupancy 8 s, затем settlement 2 s. When: Принять terminal transition. Then: Elapsed 15 s, executor 8 s, post-execution settlement 2 s; boundaries ссылаются на реальные события, не текст worker.",../evidence/f1-rc.1.json;../evidence/acceptance-core.md
OBS-AC-03,Ранний результат не заканчивает время,state_telemetry_supplement,state-and-telemetry.md,685,P1-06,1,P1-09;P2-18,OBS-001;OBS-003;OBS-004,runtime_integration,passed,"Given: Процесс выдал валидный result и продолжает жить. When: Прочитать отчёт до и после подтверждённого выхода. Then: Executor interval открыт, post-execution settlement ещё не начался; result-to-acceptance показан отдельно и может перекрываться с исполнением.",../evidence/f1-rc.1.json;../evidence/acceptance-core.md
OBS-AC-04,UTC rollback и порядок событий,state_telemetry_supplement,state-and-telemetry.md,686,P1-07,1,P1-09;P2-18,OBS-002;OBS-004,runtime_integration,passed,"Given: Монотонные часы идут, UTC скачет назад. When: Записать observations и replay. Then: Нет отрицательной duration или перестановки событий; качество календарного elapsed честно снижено, deadline не продлён.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-05,Crash и неизвестный интервал,state_telemetry_supplement,state-and-telemetry.md,687,P1-07,1,P1-09;P2-18,OBS-002;OBS-004,runtime_integration,passed,"Given: Driver упал между start и подтверждением выхода. When: Перезапустить и прочитать timing. Then: Старые monotonic ticks не продолжаются; gap виден, неизвестный exit не заменён нулём/временем рестарта.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-06,Suspend и восстановленные timestamps,state_telemetry_supplement,state-and-telemetry.md,688,P1-07,1,P1-09;P2-18,OBS-002,runtime_integration,passed,Given: Clock profile с исключающим sleep monotonic и сериализованный time.Time. When: Возобновить машину и восстановить state. Then: Process-clock duration не выдана за полный календарный elapsed; сохранённый UTC не объявлен monotonic.,../evidence/f1-rc.1.json;../evidence/acceptance-operations.md;../evidence/obs-ac-06-native-suspend-resume-20260831.json;../evidence/obs-ac-06-native-suspend-resume-20260831.md
OBS-AC-07,Параллельное время не суммируется как elapsed,state_telemetry_supplement,state-and-telemetry.md,689,P2-10,2,P2-18,OBS-001;OBS-003;OBS-005,runtime_integration,specified_not_executed,"Given: Две сопоставимые Attempts работают одновременно по 10 s. When: Построить отчёт parent и обеих branches. Then: Sum attempt time 20 s, active union 10 s; родитель не дублирует интервалы через hierarchy.",
OBS-AC-08,Retry и задержка между попытками,state_telemetry_supplement,state-and-telemetry.md,690,P2-13,2,P2-18,OBS-003;OBS-004;REA-006,runtime_integration,specified_not_executed,"Given: Attempts по 3 s и 7 s разделены backoff 2 s; start guard изменяется перед retry. When: Допустить retry только после новой положительной проверки guard. Then: Новые Attempt/Admission без лишней activation; executor sum 10 s, backoff 2 s; прежнее true не обходит текущие stops.",
OBS-AC-09,Поздний receipt уточняет отчёт,state_telemetry_supplement,state-and-telemetry.md,691,P2-13,2,P2-18,OBS-001;OBS-004;OBS-010,runtime_integration,specified_not_executed,"Given: Remote exit ранее был неизвестен, пришло доверенное доказательство. When: Выполнить reconcile и повторно получить timing. Then: Новый report cut/provenance; исходные observation/decision timestamps не переписаны.",
OBS-AC-10,Read-only timing запрос,state_telemetry_supplement,state-and-telemetry.md,692,P1-08,1,P1-09;P2-18,OBS-005;OBS-007;OBS-008;OBS-009,runtime_integration,passed,"Given: Run ждёт, внешний источник недоступен. When: Выполнить status/timing/events. Then: Нет refresh, новых admissions, бизнес-событий или изменения leases; missing duration не ноль.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-11,Состояние без живого driver,state_telemetry_supplement,state-and-telemetry.md,693,P1-08,1,P1-09;P2-18,OBS-004;OBS-005;OBS-007;REA-011;REA-013,runtime_integration,passed,"Given: Persisted run running, driver heartbeat давно отсутствует. When: Прочитать из CLI/шага. Then: Snapshot версионный; executor interval не растянут как measured до as_of, value_ms=null при partial; liveness не объявлена доказанной.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-12,Недоступный exporter и полный durable disk,state_telemetry_supplement,state-and-telemetry.md,694,P2-16,2,P2-18,OBS-006;REA-012,runtime_integration,specified_not_executed,"Given: Отдельно остановлен telemetry exporter; отдельно заполнен durable storage. When: Запросить работу и stop в обоих случаях. Then: Export не блокирует control; невозможность сохранить обязательные факты блокирует новые effects, не теряет их молча.",
OBS-AC-13,Приватность и неполные статистики,state_telemetry_supplement,state-and-telemetry.md,695,P2-16,2,P2-18,OBS-005;OBS-006;REA-012,runtime_integration,specified_not_executed,"Given: Secret payload, множество Run IDs, часть timings отсутствует, есть active/failed runs. When: Экспортировать metrics/traces и p95 report. Then: Нет raw secrets/неограниченных ID labels; окно, population, sample size и доля missing показаны, null не нули.",
OBS-AC-14,Новый read view и старый JSON,state_telemetry_supplement,state-and-telemetry.md,696,P1-08,1,P1-09;P2-18,OBS-010;REA-014,runtime_integration,passed,"Given: Старый клиент ожидает RunSnapshot v1, новый просит timing view, F1 получает guard поле. When: Выполнить чтение и validation. Then: Старый DTO неизменен; новый тип явно negotiated/schema-validated; unsupported guard отвергнут до effect.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-15,Pause и живое исполнение перекрываются,state_telemetry_supplement,state-and-telemetry.md,697,P1-07,1,P1-09;P2-18,OBS-002;OBS-003;OBS-004,runtime_integration,passed,"Given: Executor работает в [2,12), два restrictions действуют в [4,8) и [6,9). When: Построить интервалы и выполнить resume без release. Then: Executor time 10 s, union restricted time 5 s, не 15 s elapsed; resume не снимает stops и не продлевает deadline.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-16,"Lifecycle, verdict и outcome не смешиваются",state_telemetry_supplement,state-and-telemetry.md,698,P1-08,1,P1-09;P2-18,OBS-012;OBS-014;OBS-020,runtime_integration,passed,"Given: Пять F1 Runs: два completed+succeeded, failed, cancelled и running; у одного проверяющего шага принят verdict fail. When: Построить status/outcome/verdict breakdown и стандартные Run fractions. Then: Terminal=4, succeeded=2/4, failed=1/4, open=1; предметный fail не создаёт дополнительный технический failed Run.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-17,Успех с warnings и неполное coverage,state_telemetry_supplement,state-and-telemetry.md,699,P1-08,1,P1-09;P2-18,OBS-011;OBS-012;OBS-014;OBS-019,runtime_integration,passed,"Given: Два terminal Runs с полным warning coverage: один clean, другой с warning; два неполных также имеют наблюдённые warnings. When: Посчитать warning fraction и показать successful Run с предупреждением. Then: N=1,D=2,50%; два warned incomplete отдельно, не 150%; warning не меняет verdict/status, unknown coverage не ноль.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-18,Diagnostic occurrence и причинные ссылки,state_telemetry_supplement,state-and-telemetry.md,700,P1-06,1,P1-09;P2-18,OBS-012;OBS-014,runtime_integration,passed,"Given: Одна core failure связана с Problem/log/result, другой occurrence имеет тот же code; traceback содержит много строк. When: Повторить доставку первого diagnostic и построить сводку/цепочку. Then: Две occurrences, не число строк/уровней/доставок; неизвестная причина не выдумана, scope/origin сохранены.",../evidence/f1-rc.1.json;../evidence/acceptance-core.md
OBS-AC-19,Итоговый OS CPU и отсутствие meter,state_telemetry_supplement,state-and-telemetry.md,701,P1-05,1,P1-09;P2-18,OBS-002;OBS-011;OBS-015,runtime_integration,passed,"Given: Реальный локальный процесс расходует CPU и завершается; второй профиль не поддерживает выбранное поле. When: Получить OS accounting, elapsed и exit evidence. Then: CPU/unit/method/scope отдельно от elapsed; неподдержанное поле unavailable с причиной, не нулевое измерение.",../evidence/f1-rc.1.json;../evidence/acceptance-core.md
OBS-AC-20,"Children, RSS и sampled maximum",state_telemetry_supplement,state-and-telemetry.md,702,P2-09,2,P2-18,OBS-013;OBS-015,runtime_integration,specified_not_executed,"Given: Parent/children имеют пересекающийся accounting, пики памяти в разные моменты; sampler пропускает короткий пик. When: Построить process/tree/resource отчёты. Then: Нет двойного CPU учёта; сумма individual peaks не tree peak, sampled max помечен, scope/coverage/OS method видны.",
OBS-AC-21,Измерения command и persistence пути,state_telemetry_supplement,state-and-telemetry.md,703,P1-06,1,P1-09;P2-18,OBS-013;OBS-016,runtime_integration,passed,"Given: Один logical command повторён, другой конфликтует; успешный commit и controlled persistence failure наблюдены. When: Сравнить received/unique/committed/conflict counts и latency. Then: Transport repeats не новые transitions; rejected/failure не скрыты из counts, counters относятся к правильной authority generation.",../evidence/f1-rc.1.json;../evidence/acceptance-core.md
OBS-AC-22,Shared cost ядра и измеренный scope,state_telemetry_supplement,state-and-telemetry.md,704,P2-16,2,P2-18,OBS-011;OBS-015;OBS-016,runtime_integration,specified_not_executed,"Given: Два Runs делят core/SQLite/GC; есть process CPU, Go estimated CPU и отдельные operation spans. When: Построить расходы ядра и Run attribution. Then: Shared bucket сохранён; нет точного деления по elapsed или смешения OS/Go estimates, вложенные spans не удвоены.",
OBS-AC-23,"Cumulative, gauge и duplicate receipt",state_telemetry_supplement,state-and-telemetry.md,705,P1-08,1,P1-09;P2-18,OBS-013;OBS-019;PUB-002,runtime_integration,passed,"Given: State counter сообщает 10,13,13; gauge повторяет42; event X повторён, event Y имеет тот же payload. When: Публиковать, повторять команды, читать summary. Then: Cumulative total13 и delta3, gauge42, две event occurrences; exact duplicate возвращает receipt без нового measurement.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-24,Retry exposure и reset generation,state_telemetry_supplement,state-and-telemetry.md,706,P2-13,2,P2-18,OBS-013;OBS-014;OBS-019,runtime_integration,specified_not_executed,"Given: Первая Attempt failed, qualified retry accepted+pass; другой шаг после первой ошибки явно waived; meter generation сменена. When: Посчитать first-attempt-pass, Run outcome и новую серию counter. Then: Обе первые exposure остаются non-pass; retry/waiver не стирают отказ, новый counter не вычитается из старой generation.",
OBS-AC-25,"Типы, единицы и неизвестные metrics",state_telemetry_supplement,state-and-telemetry.md,707,P1-08,1,P1-09;P2-18,OBS-011;OBS-013;OBS-019;OBS-021,runtime_integration,passed,"Given: Descriptor задаёт counter/bytes с bounds и допустимыми dimensions. When: Передать NaN/overflow, другую unit, decreasing cumulative без reset, неизвестное имя/aggregation и отсутствующий meter. Then: Некорректное отвергнуто явно, отсутствующее unavailable; нет округления, отрицательного traffic и успешного пустого ответа.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-26,Взвешенная агрегация и exact percentile,state_telemetry_supplement,state-and-telemetry.md,708,P1-08,1,P1-09;P2-18,OBS-013;OBS-020;OBS-021,runtime_integration,passed,"Given: Полные значения1,2 и3,4,100 разделены на группы2 и3 элемента, одинаковы method/unit. When: Посчитать общий count/sum/mean/p50/p95 nearest-rank. Then: Count5,sum110,mean22,p50=3,p95=100; не среднее групповых средних или p95; report называет n/method.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-27,"Cohort window, поздний исход и cut",state_telemetry_supplement,state-and-telemetry.md,709,P1-08,1,P1-09;P2-18,OBS-011;OBS-020;OBS-021,runtime_integration,passed,"Given: Run создан перед to, ошибка/settlement после to, но до cut; другой факт принят после cut; остаётся open Run. When: Выполнить три отдельных F1 aggregate query: created-at cohort, explicit event window и completed-within, без view compare. Then: Cohort включает свою историю до cut после to, не будущий факт; populations/terminal/open и окна раздельны.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-28,Histogram merge и малая выборка,state_telemetry_supplement,state-and-telemetry.md,710,P2-15,2,P2-18,OBS-013;OBS-020,runtime_integration,specified_not_executed,"Given: Группы имеют разные counts, p95 и несовместимые histogram boundaries; ещё одна группа содержит один sample. When: Запросить общий p95 и сравнение. Then: Нет average(p95) или merge несовместимого; exact либо labelled approximation/отказ, n=1 не уверенный regression.",
OBS-AC-29,Изменение состава workload,state_telemetry_supplement,state-and-telemetry.md,711,P2-15,2,P2-18,OBS-020;OBS-023,runtime_integration,specified_not_executed,"Given: Baseline: small90/100,large20/100 succeeded; candidate: small18/20,large36/180. When: Сравнить общий результат и одинаковые workload strata. Then: Общие110/200 и54/200 показаны вместе с прежними90%/20% внутри strata; нет вывода о regression кода только из mix.",
OBS-AC-30,"Work units, reuse и фактические расходы",state_telemetry_supplement,state-and-telemetry.md,712,P2-13,2,P2-18,OBS-013;OBS-014;OBS-017;OBS-020,runtime_integration,specified_not_executed,"Given: Есть executed и reused-only outputs, eligible hit/miss и item groups разного размера. When: Посчитать throughput/hit rate/cost per item и first-attempt population. Then: Знаменатели явны; source CPU/cost не новый расход reuse, savings только estimate; reused-only вне execution exposure.",
OBS-AC-31,"Quality, checker revision и waiver",state_telemetry_supplement,state-and-telemetry.md,713,P2-15,2,P2-18,OBS-012;OBS-017;OBS-020,runtime_integration,specified_not_executed,"Given: Schema pass, предметный fail, missing required check, waiver и разные evaluator revisions присутствуют в разных Runs. When: Построить quality report и сравнить scores. Then: Каждый исход/coverage/evaluator различим; schema/waiver не semantic pass, несовместимые scores не объединены.",
OBS-AC-32,Собственный metric и защищённый namespace,state_telemetry_supplement,state-and-telemetry.md,714,P1-08,1,P1-09;P2-18,OBS-012;OBS-013;OBS-019;PUB-001;PUB-002,runtime_integration,passed,"Given: Шаг объявил progress gauge и diagnostic event hook с pinned mapping. When: Опубликовать свои значения, затем чужой scope/core counter, неверную schema и forged trust. Then: Разрешённое видно как worker-reported; подмена отклонена, lifecycle/budget не изменены, descriptor pinned.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-33,Opaque script и строка ERROR,state_telemetry_supplement,state-and-telemetry.md,715,P1-08,1,P1-09;P2-18,OBS-011;OBS-012;OBS-015;OBS-019,runtime_integration,passed,"Given: Неинструментированный script печатает ERROR и token count в stdout/stderr, но имеет известный exit/result. When: Построить отчёт без declared diagnostic/usage mapping. Then: Известные core facts есть; текст не становится trusted failure/usage, внутренние calls и warning completeness неизвестны.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-34,Query schema и границы F1,state_telemetry_supplement,state-and-telemetry.md,716,P1-08,1,P1-09;P2-18,OBS-010;OBS-021;OBS-024,runtime_integration,passed,"Given: Доступны старый RunSnapshot и новые F1 query/report schemas. When: Выполнить catalog/records/aggregate, запросить compare/unknown filter и вставить telemetry поля в v1. Then: F1 reads работают по closed DTO; неподдержанное/unknown/v1 mutation отвергнуто; ни silent ignore, ни placeholder success.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-35,"Aggregate, cache и cursor после revoke",state_telemetry_supplement,state-and-telemetry.md,717,P2-15,2,P2-18,OBS-008;OBS-021;OBS-022,runtime_integration,specified_not_executed,"Given: Principal видит A, но не B; есть cached report/cursor и ссылка trace на B. When: Запросить общий count/p95/top errors, затем revoke и следующую страницу. Then: Access до aggregation/выдачи, B и его counts не раскрыты; cursor/cache не дают прежнее право или новый query.",
OBS-AC-36,Read-only query не выполняет maintenance,state_telemetry_supplement,state-and-telemetry.md,718,P1-08,1,P1-09;P2-18,OBS-016;OBS-021,runtime_integration,passed,"Given: Сохранены WAL/OS observations; новые measurements не собраны, writer работает. When: Запросить report несколько раз и попытаться включить refresh/profiling. Then: Нет checkpoint/provider probe/lease change/workflow event; возвращён сохранённый cut/freshness, unsupported refresh отвергнут.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-37,Предел query и медленный читатель,state_telemetry_supplement,state-and-telemetry.md,719,P2-16,2,P2-18,OBS-016;OBS-021;OBS-022,runtime_integration,specified_not_executed,"Given: Cohort превышает scan/group/byte limit, reader остановился между страницами, control command ожидает. When: Читать aggregate/top-N, отменить query, продолжить после expiry. Then: Нет полного вида у partial aggregate; limit/expired явны, writer/control и WAL не удерживаются неограниченно.",
OBS-AC-38,"Paid deliveries, dedup и unknown usage",state_telemetry_supplement,state-and-telemetry.md,720,P2-13,2,P2-18,OBS-011;OBS-014;OBS-018,runtime_integration,specified_not_executed,"Given: Одна operation имеет две оплаченные deliveries, повтор receipt и ещё один неизвестный charge. When: Посчитать usage/charge/reservation после retry и disconnect. Then: Две реальные charges, duplicate не добавлен, unknown не ноль и не release reserve; effect count остаётся отдельным.",
OBS-AC-39,"Тариф, валюта и late adjustment",state_telemetry_supplement,state-and-telemetry.md,721,P2-16,2,P2-18,OBS-018;OBS-020;OBS-022,runtime_integration,specified_not_executed,"Given: Есть partial usage, rate-card v1/v2, две currencies и поздний provider adjustment. When: Повторить report по старому cut и рассчитать новый. Then: Историческая estimate pinned, currencies не сложены, adjustment связан без дублирования; source/method/coverage видны.",
OBS-AC-40,Secrets и безопасный export,state_telemetry_supplement,state-and-telemetry.md,722,P2-16,2,P2-18,OBS-012;OBS-019;OBS-022,runtime_integration,specified_not_executed,"Given: Sensitive payload содержит secret в exception/metric attribute/span/profile и HTML/ANSI/formula prefixes. When: Сохранить/показать/export telemetry в standard и явно разрешённом diagnostic profile. Then: Действуют minimization/classification/redaction/escaping; нет автоматической утечки raw content или формулы, scope не расширен.",
OBS-AC-41,"Flood, exporter failure и mandatory facts",state_telemetry_supplement,state-and-telemetry.md,723,P2-16,2,P2-18,OBS-011;OBS-012;OBS-022;OBS-024,runtime_integration,specified_not_executed,"Given: Worker создаёт много dimensions/diagnostics, exporter down; отдельно исчерпан durable storage. When: Публиковать, sampling/drop и отправить stop/result. Then: Предел cross-product и loss видны; severity не даёт unlimited audit, accepted facts не потеряны; без commit нет effects/ложного ACK.",
OBS-AC-42,Crash и невосстановимые samples,state_telemetry_supplement,state-and-telemetry.md,724,P1-08,1,P1-09;P2-18,OBS-004;OBS-011;OBS-021;OBS-022,runtime_integration,passed,"Given: Сохранены lifecycle facts и часть basic local/core samples F1, процесс падает до очередного batch; periodic executor RSS не собран. When: Restart и повтор historical read на фиксированных cuts. Then: Counts фактов восстановимы, samples gap/unknown loss показаны; старый RSS не выдуман из timestamps, future observation не просочилась.",../evidence/f1-rc.1.json;../evidence/acceptance-operations.md
OBS-AC-43,"Retention, rollup и restore",state_telemetry_supplement,state-and-telemetry.md,725,P2-16,2,P2-18,OBS-011;OBS-013;OBS-021;OBS-022,runtime_integration,specified_not_executed,"Given: Raw samples удалены по policy, summary сохранён; restore старше erasure/dedup tombstone. When: Запросить новый разрез/drilldown и прежний report/cursor. Then: Retained aggregate с ограничениями либо gap, не exact новые quantiles; current privacy и нужные tombstones сохранены до выдачи.",
OBS-AC-44,Цена instrumentation и profiling,state_telemetry_supplement,state-and-telemetry.md,726,P2-16,2,P2-18,OBS-015;OBS-016;OBS-022;OBS-024,runtime_integration,specified_not_executed,"Given: Одинаковая workload/build/profile проверяется с disabled optional, standard и diagnostic/profiling. When: Измерить CPU/memory/bytes/control latency и запросить profiling без разрешения. Then: Overhead/метод/coverage опубликованы; profiler bounded/authorized, нет public debug endpoint и потери обязательных гарантий ради скорости.",
OBS-AC-45,Аналитика не меняет управление,state_telemetry_supplement,state-and-telemetry.md,727,P2-15,2,P2-18,OBS-019;OBS-021;OBS-023;REA-002;REA-011,runtime_integration,specified_not_executed,"Given: Report показывает возможное улучшение от новых limits/checks/model; отдельно guard подписан на разрешённый worker-reported metric. When: Выполнить query/AI analysis и доставить accepted publication либо sampled export value. Then: Query не меняет Run/budget/grants; guard принимает только declared source по policy, не exporter; hard budget не доверяет неподтверждённому meter.",
REA-AC-01,Изменение между snapshot и watch,state_telemetry_supplement,state-and-telemetry.md,728,P2-12,2,P2-18,REA-001;REA-003,runtime_integration,specified_not_executed,"Given: Состояние меняется в окно инициализации подписки. When: Получить snapshot+cursor и продолжить watch. Then: Изменение присутствует либо в snapshot, либо после cursor; нет окна потери/двойного control effect.",
